0,0,-4839
0,1,-4839
0,2,-4839
0,3,-4839
0,4,-4839
0,5,-4839
0,6,-4839
0,7,-4839
0,8,-4839
0,9,-4839
0,10,-4839
0,11,-4839
0,12,-4839
0,13,-4839
0,14,-4839
0,15,-4839
0,16,-4839
0,17,-4839
0,18,-4839
0,19,-4839
0,20,-4839
0,21,-4839
0,22,-4839
0,23,-4839
0,24,-4839
0,25,-4839
0,26,-4839
0,27,-4839
0,28,-4839
0,29,-4839
0,30,-4839
0,31,-4839
0,32,-4839
0,33,-4839
0,34,-4839
0,35,-4839
0,36,-4839
0,37,-4839
0,38,-4839
0,39,-4839
0,40,-4839
0,41,-4839
0,42,-4839
0,43,-4839
0,44,-4839
0,45,-4839
0,46,-4839
0,47,-4839
0,48,-4839
0,49,-4839
0,50,-4839
0,51,-4839
0,52,-4839
0,53,-4839
0,54,-4839
0,55,-4839
0,56,-4839
0,57,-4839
0,58,-4839
0,59,-4839
0,60,-4839
0,61,-4839
0,62,-4839
0,63,-4839
0,64,-4839
0,65,-4839
0,66,-4839
0,67,-4839
0,68,-4839
0,69,-4839
0,70,-4839
0,71,-4839
0,72,-4839
0,73,-4839
0,74,-4839
0,75,-4839
0,76,-4839
0,77,-4839
0,78,-4839
0,79,-4839
0,80,-4839
0,81,-4839
0,82,-4839
0,83,-4839
0,84,-4839
0,85,-4839
0,86,-4839
0,87,-4839
0,88,-4839
0,89,-4839
0,90,-4392
0,91,-4392
0,92,-4839
0,93,-4839
0,94,-4839
0,95,-4839
0,96,-4839
0,97,-4392
0,98,-4839
0,99,-4839
0,100,-4839
0,101,-4839
0,102,-4839
0,103,-4839
0,104,-4839
0,105,-4839
0,106,-4839
0,107,-4839
0,108,-4392
0,109,-4392
0,110,-4392
0,111,-4839
0,112,-4839
0,113,-4839
0,114,-4392
0,115,-4839
0,116,-4839
0,117,-4839
0,118,-4392
0,119,-4392
0,120,-4140
0,121,-4392
0,122,-4140
0,123,-3829
0,124,-4140
0,125,-4392
0,126,-4392
0,127,-4839
0,128,-4392
0,129,-4392
0,130,-4392
0,131,-4392
0,132,-4392
0,133,-4839
0,134,-4392
0,135,-4140
0,136,-4140
0,137,-4392
0,138,-4392
0,139,-4392
0,140,-4140
0,141,-4140
0,142,-4392
0,143,-4839
0,144,-4839
0,145,-4392
0,146,-3829
0,147,-3829
0,148,-3829
0,149,-3829
0,150,-3829
0,151,-4140
0,152,-2761
0,153,-2761
0,154,-3499
1,0,-4839
1,1,-4839
1,2,-4839
1,3,-4839
1,4,-4839
1,5,-4839
1,6,-4839
1,7,-4839
1,8,-4839
1,9,-4839
1,10,-4839
1,11,-4839
1,12,-4839
1,13,-4839
1,14,-4839
1,15,-4839
1,16,-4839
1,17,-4839
1,18,-4839
1,19,-4839
1,20,-4839
1,21,-4839
1,22,-4839
1,23,-4839
1,24,-4839
1,25,-4839
1,26,-4839
1,27,-4839
1,28,-4839
1,29,-4839
1,30,-4839
1,31,-4839
1,32,-4839
1,33,-4839
1,34,-4839
1,35,-4839
1,36,-4839
1,37,-4839
1,38,-4839
1,39,-4839
1,40,-4392
1,41,-4839
1,42,-4839
1,43,-4839
1,44,-4839
1,45,-4839
1,46,-4839
1,47,-4839
1,48,-4839
1,49,-4839
1,50,-4839
1,51,-4839
1,52,-4839
1,53,-4839
1,54,-4839
1,55,-4839
1,56,-4839
1,57,-4839
1,58,-4839
1,59,-4839
1,60,-4839
1,61,-4839
1,62,-4839
1,63,-4839
1,64,-4839
1,65,-4839
1,66,-4839
1,67,-4839
1,68,-4839
1,69,-4839
1,70,-4839
1,71,-4839
1,72,-4839
1,73,-4839
1,74,-4839
1,75,-4839
1,76,-4839
1,77,-4839
1,78,-4839
1,79,-4839
1,80,-4839
1,81,-4839
1,82,-4839
1,83,-4839
1,84,-4839
1,85,-4839
1,86,-4839
1,87,-4392
1,88,-4839
1,89,-4839
1,90,-4839
1,91,-4839
1,92,-4839
1,93,-4839
1,94,-4839
1,95,-4839
1,96,-4839
1,97,-4839
1,98,-4839
1,99,-4839
1,100,-4392
1,101,-4839
1,102,-4839
1,103,-4839
1,104,-4839
1,105,-4839
1,106,-4839
1,107,-4839
1,108,-4392
1,109,-4839
1,110,-4392
1,111,-4839
1,112,-4839
1,113,-4839
1,114,-4392
1,115,-4392
1,116,-4839
1,117,-4392
1,118,-4392
1,119,-4392
1,120,-4392
1,121,-4392
1,122,-4392
1,123,-4140
1,124,-4140
1,125,-4392
1,126,-4839
1,127,-4839
1,128,-4839
1,129,-4392
1,130,-4140
1,131,-4839
1,132,-4839
1,133,-4392
1,134,-4392
1,135,-4839
1,136,-4839
1,137,-4839
1,138,-4392
1,139,-4839
1,140,-4392
1,141,-4140
1,142,-4140
1,143,-4392
1,144,-4839
1,145,-4392
1,146,-4140
1,147,-3829
1,148,-4392
1,149,-4392
1,150,-4140
1,151,-4140
1,152,-2761
1,153,-2761
1,154,-2761
2,0,-4839
2,1,-4839
2,2,-4839
2,3,-4839
2,4,-4839
2,5,-4839
2,6,-4839
2,7,-4839
2,8,-4839
2,9,-4839
2,10,-4839
2,11,-4839
2,12,-4839
2,13,-4839
2,14,-4839
